id,listing_url,name,host_id,host_name,host_is_superhost,neighbourhood_cleansed,accommodates,bathrooms,bedrooms,amenities,price
20002089,https://www.airbnb.com/rooms/20002089,wNH - Bed in shared room for Hackers/Hustlers,10624127,Bed|N|Build,f,Nob Hill,2,5,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens""",$40.00 
20002459,https://www.airbnb.com/rooms/20002459,wNH- Bed in shared room for Hackers/Hustlers,10624127,Bed|N|Build,f,Nob Hill,2,5,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens""",$40.00 
20002651,https://www.airbnb.com/rooms/20002651,#F15 - Spacious Private Room in Startup House,10624127,Bed|N|Build,f,Nob Hill,2,5,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens""",$62.00 
20059569,https://www.airbnb.com/rooms/20059569,"311A Private Room in Super Convenient Area, Room A",127638239,Ching Ho,f,Inner Richmond,3,2,1,"""Heating"",""Hot water"",""Stove"",""Coffee maker"",""Dishwasher"",""Luggage dropoff allowed"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Oven"",""Free street parking""",$76.00 
20074013,https://www.airbnb.com/rooms/20074013,Spacious Victorian Master Bedroom in Russian Hill,32594068,Walden,f,Russian Hill,3,1.5,1,"""Long term stays allowed"",""Refrigerator"",""Free parking on premises"",""Wifi"",""Stove"",""Lock on bedroom door"",""Microwave"",""Cooking basics"",""Coffee maker"",""Dishes and silverware"",""Hangers"",""Shampoo"",""Garden or backyard"",""Free street parking"",""Essentials"",""Laptop-friendly workspace""",$109.00 
20077154,https://www.airbnb.com/rooms/20077154,Small & Cozy D后,66385869,Bobby,f,Outer Mission,1,1,1,"""Heating"",""Kitchen"",""Wifi"",""Lock on bedroom door"",""Shampoo"",""Hair dryer"",""Free street parking"",""Essentials""",$80.00 
20093004,https://www.airbnb.com/rooms/20093004,Castro/Noe Valley 4 bedroom flat-- Old Listing,21899719,Terrance,f,Western Addition,8,2,4,"""Smoke alarm"",""Extra pillows and blankets"",""Heating"",""Hot water"",""Kitchen"",""First aid kit"",""Breakfast"",""Fire extinguisher"",""Wifi"",""Private entrance"",""Iron"",""Shampoo"",""Cable TV"",""TV"",""Carbon monoxide alarm"",""Hangers"",""Bed linens"",""Hair dryer"",""Essentials"",""Laptop-friendly workspace""",$485.00 
20096735,https://www.airbnb.com/rooms/20096735,"Centrally located, quiet 1BD apartment",38307539,Tess,f,Western Addition,4,1,1,"""Heating"",""Hot water"",""Stove"",""Dryer"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Smoke alarm"",""Laptop-friendly workspace"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Cooking basics"",""Shampoo"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Washer"",""Oven"",""Bed linens""",$119.00 
20119616,https://www.airbnb.com/rooms/20119616,"Glitzy, Glamorous, and Full of Grand Spaces",285808053,Karen,f,Russian Hill,3,2,2,"""Heating"",""Kitchen"",""Elevator"",""Fire extinguisher"",""Wifi"",""Washer"",""Iron"",""Shampoo"",""Cable TV"",""Dryer"",""TV"",""Hangers"",""Essentials"",""Smoke alarm""",$196.00 
20121178,https://www.airbnb.com/rooms/20121178,wNH - Bed in shared room for Hackers/Hustlers,10624127,Bed|N|Build,f,Nob Hill,2,5,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens""",$46.00 
20121182,https://www.airbnb.com/rooms/20121182,wNH - Bed in shared room for Hackers/Hustlers,10624127,Bed|N|Build,f,Nob Hill,2,5,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens""",$42.00 
20121980,https://www.airbnb.com/rooms/20121980,w#E707 - Beautiful Private Room in Startup House,10624127,Bed|N|Build,f,Nob Hill,2,5,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens""",$73.00 
20121985,https://www.airbnb.com/rooms/20121985,#T15 - Amazing Private Room in Startup House,10624127,Bed|N|Build,f,Nob Hill,1,5,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens""",$61.00 
20122070,https://www.airbnb.com/rooms/20122070,Gorgeous Victorian w Heated Patio in Duboce/Haight,104486,Dina,t,Western Addition,3,2,1,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Kitchen"",""Breakfast"",""Washer"",""Smart lock""",$452.00 
20149972,https://www.airbnb.com/rooms/20149972,Well-appointed SOMA penthouse loft in heart of SF,1364450,Katherine,t,South of Market,4,2,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Indoor fireplace"",""Dishwasher"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Free parking on premises"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Hair dryer"",""Kitchen"",""Washer"",""Oven"",""Bed linens"",""Free street parking""",$695.00 
20154622,https://www.airbnb.com/rooms/20154622,Cozy Room in the Garden District with Breakfast,36377843,Lance And Marilyn,t,Excelsior,2,1,1,"""Heating"",""Hot water"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Luggage dropoff allowed"",""Lockbox"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Lock on bedroom door"",""Shampoo"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Breakfast"",""Bed linens"",""Free street parking""",$89.00 
20155597,https://www.airbnb.com/rooms/20155597,Great Neighborhood Close to Everything w Parking,13612996,Matthew,t,Pacific Heights,4,1,1,"""Heating"",""Hot water"",""Stove"",""Air conditioning"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Pack \u2019n Play/travel crib"",""Elevator"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Smart lock"",""Oven"",""Bed linens"",""Ethernet connection""",$221.00 
20155822,https://www.airbnb.com/rooms/20155822,Charming 1 BR in the Heart of Nob Hill (sanitized),143421880,John & Andrea,t,Nob Hill,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Lockbox"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$150.00 
20167050,https://www.airbnb.com/rooms/20167050,"Bed, Bath & Coffee",71567392,Alene,t,Parkside,1,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Oven"",""Bed linens"",""Free street parking""",$35.00 
20169868,https://www.airbnb.com/rooms/20169868,"Private, Remodeled Home Close to Golden Gate Park",12394710,Tyler,t,Outer Sunset,2,1,1,"""Bathroom essentials"",""Heating"",""Fire extinguisher"",""Wifi"",""Bedroom comforts"",""Washer"",""Iron"",""Dryer"",""Self check-in"",""TV"",""Room-darkening shades"",""Full kitchen"",""Coffee maker"",""Hair dryer"",""Free street parking"",""Carbon monoxide alarm"",""Smoke alarm""",$135.00 
20194233,https://www.airbnb.com/rooms/20194233,Savor Incredible Terrace Views from a Bright Home,759605,Cathy,t,Castro/Upper Market,6,2.5,2,"""Bathroom essentials"",""Indoor fireplace"",""Heating"",""Dishwasher"",""Wifi"",""Bedroom comforts"",""Washer"",""Iron"",""Garden or backyard"",""Dryer"",""Self check-in"",""TV"",""Coffee maker"",""Full kitchen"",""Carbon monoxide alarm"",""Hair dryer"",""Free street parking"",""Smoke alarm""",$350.00 
20195883,https://www.airbnb.com/rooms/20195883,Serene Retreat in Lone Mountain with Breathtaking Views,7934590,Joyce,t,Inner Richmond,4,1,1,"""Bathroom essentials"",""Indoor fireplace"",""Heating"",""Free parking on premises"",""Dishwasher"",""Fire extinguisher"",""Wifi"",""Bedroom comforts"",""Washer"",""Iron"",""Dryer"",""Self check-in"",""TV"",""Room-darkening shades"",""Full kitchen"",""Coffee maker"",""Hair dryer"",""Free street parking"",""Carbon monoxide alarm"",""Smoke alarm""",$270.00 
20210179,https://www.airbnb.com/rooms/20210179,Master Bedroom in 4 bedroom apartment - NOPA,37178255,Hashem,f,Western Addition,2,1,1,"""Heating"",""Stove"",""Iron"",""Coffee maker"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""Garden or backyard"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Single level home"",""Host greets you"",""Kitchen"",""Oven""",$82.00 
20214438,https://www.airbnb.com/rooms/20214438,#C506 - Amazing Private Room in Startup House,10624127,Bed|N|Build,f,Nob Hill,1,5,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens""",$61.00 
20217846,https://www.airbnb.com/rooms/20217846,Luxurious Master Bedroom in Heart of San Francisco,128169944,Tegan,t,South of Market,2,1,1,"""Gym"",""Heating"",""Iron"",""Dryer"",""Self check-in"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Dishwasher"",""Elevator"",""Smoke alarm"",""Bathroom essentials"",""Fire extinguisher"",""Wifi"",""Garden or backyard"",""TV"",""Full kitchen"",""Hair dryer"",""Bedroom comforts"",""Washer"",""Free street parking""",$174.00 
20228801,https://www.airbnb.com/rooms/20228801,"4 bedrooms 3 baths house, walk to Balboa Park BART",9080666,Sandy,t,Ocean View,5,3,4,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""Private entrance"",""Hangers"",""Essentials"",""Smoke alarm"",""Laptop-friendly workspace"",""Fire extinguisher"",""Wifi"",""Shampoo"",""TV"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Keypad"",""Cable TV"",""Bed linens"",""Free street parking""",$149.00 
20230882,https://www.airbnb.com/rooms/20230882,Luxury Apartment Building Could be Your Home,285808053,Karen,f,Chinatown,3,1,1,"""Smoke alarm"",""Long term stays allowed"",""Heating"",""Hot water"",""Kitchen"",""Fire extinguisher"",""Wifi"",""Iron"",""Shampoo"",""TV"",""Hangers"",""Hair dryer"",""Essentials"",""Laptop-friendly workspace""",$136.00 
20257125,https://www.airbnb.com/rooms/20257125,Outer Sunset Private Bedroom [K] ⭐️ W/D ⭐️,133894957,Jessica,f,Parkside,2,1,1,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Room-darkening shades"",""Patio or balcony"",""Hair dryer"",""Kitchen"",""Washer"",""Smart lock"",""Oven"",""Bed linens""",$94.00 
20257216,https://www.airbnb.com/rooms/20257216,5933 - Sunny and Spacious Room With Private Bath,136131559,Cindy And Michelle,t,Outer Sunset,1,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Keypad"",""Oven"",""Bed linens"",""Free street parking""",$55.00 
20258481,https://www.airbnb.com/rooms/20258481,Bedroom in Clean Shared House w/ Cats & Small Dog,38757653,Terry,f,Inner Sunset,2,1.5,1,"""Smoke alarm"",""Extra pillows and blankets"",""Heating"",""Hot water"",""Kitchen"",""First aid kit"",""Fire extinguisher"",""Wifi"",""Carbon monoxide alarm"",""Hangers"",""Bed linens"",""Essentials"",""Laptop-friendly workspace""",$75.00 
20269251,https://www.airbnb.com/rooms/20269251,"Potrero Hill Mid-Century Modern, 1 BR with Views.",76784332,Abrasha & Maria,t,Potrero Hill,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""EV charger"",""Indoor fireplace"",""Dishwasher"",""Luggage dropoff allowed"",""Private entrance"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Patio or balcony"",""Hair dryer"",""Host greets you"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$225.00 
20269328,https://www.airbnb.com/rooms/20269328,Double Deluxe R-7 w/ Shared Bath,50160697,Ver,f,Downtown/Civic Center,2,0,1,"""Hot water"",""Paid parking off premises"",""Building staff"",""Wifi"",""Lock on bedroom door"",""Shampoo"",""TV"",""Hair dryer"",""Essentials""",$110.00 
20279076,https://www.airbnb.com/rooms/20279076,"Nob Hill Timeshare Rental Condo - Sleeps 4, 2 Bath",55782784,Kevin,f,Chinatown,4,2,1,"""Gym"",""Heating"",""Hot water"",""Air conditioning"",""Iron"",""Dryer"",""Carbon monoxide alarm"",""Indoor fireplace"",""Paid parking off premises"",""Elevator"",""Building staff"",""Luggage dropoff allowed"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Shampoo"",""TV"",""Hair dryer"",""Kitchen"",""Washer""",$275.00 
20281663,https://www.airbnb.com/rooms/20281663,Lovely SF Bdrm/Bath near the Beach.,123931387,Milena,f,Seacliff,2,1,1,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""Hangers"",""Essentials"",""Smoke alarm"",""First aid kit"",""Laptop-friendly workspace"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Shampoo"",""Hair dryer"",""Host greets you"",""Washer"",""Bed linens"",""Free street parking""",$133.00 
20286716,https://www.airbnb.com/rooms/20286716,Outer Sunset Private Bedroom [S] ⭐️ W/D ⭐️,133894957,Jessica,f,Parkside,2,1,1,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Room-darkening shades"",""Patio or balcony"",""Hair dryer"",""Kitchen"",""Washer"",""Smart lock"",""Oven"",""Bed linens""",$104.00 
20286823,https://www.airbnb.com/rooms/20286823,Room in Victorian Home in the Heart of the Mission,963387,Michael,t,Mission,2,2,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Dishwasher"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""Garden or backyard"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Host greets you"",""Kitchen"",""Washer"",""Oven"",""Free street parking""",$68.00 
20286868,https://www.airbnb.com/rooms/20286868,Outer Sunset Private Master Suite [J] ⭐️ W/D ⭐️,133894957,Jessica,f,Parkside,2,1,1,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Room-darkening shades"",""Patio or balcony"",""Hair dryer"",""Kitchen"",""Washer"",""Smart lock"",""Oven"",""Bed linens""",$104.00 
20287325,https://www.airbnb.com/rooms/20287325,"Red Victorian - Private suite w/bath, Gigi's",117141107,Zarinah,f,Haight Ashbury,2,1,1,"""Smoke alarm"",""Refrigerator"",""Hot water"",""Paid parking off premises"",""Kitchen"",""Breakfast"",""Luggage dropoff allowed"",""Wifi"",""Lock on bedroom door"",""Keypad"",""Microwave"",""Coffee maker"",""Dishes and silverware"",""Hangers"",""Bed linens"",""Hair dryer"",""Essentials"",""Laptop-friendly workspace""",$84.00 
20305889,https://www.airbnb.com/rooms/20305889,Modern House with Spectacular Views,72387792,Aram,t,Bernal Heights,4,1,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Lockbox"",""Private entrance"",""BBQ grill"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Free parking on premises"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Oven"",""Bed linens"",""Free street parking""",$455.00 
20305913,https://www.airbnb.com/rooms/20305913,"Private entrance, elegant En Suite in Cole Valley",1203596,David,f,Haight Ashbury,2,1,1,"""Smoke alarm"",""Refrigerator"",""Heating"",""Hot water"",""Fire extinguisher"",""Wifi"",""Private entrance"",""Lock on bedroom door"",""Shampoo"",""Carbon monoxide alarm"",""TV"",""Coffee maker"",""Hangers"",""Bed linens"",""Hair dryer"",""Free street parking"",""Essentials"",""Laptop-friendly workspace""",$139.00 
20306428,https://www.airbnb.com/rooms/20306428,Stunning Furnished Quiet Corporate Rental Oasis,144846524,Christy,f,South of Market,2,1,1,"""Heating"",""Hot water"",""Private living room"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Elevator"",""Dishwasher"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens"",""Ethernet connection""",$118.00 
20311264,https://www.airbnb.com/rooms/20311264,Long Term Rental:  One-Bedroom Home in the Mission,144896022,Victor,f,Mission,3,1,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Pack \u2019n Play/travel crib"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Long term stays allowed"",""Host greets you"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Free street parking""",$150.00 
20321045,https://www.airbnb.com/rooms/20321045,Classic One BR Apartment - Nob Hill,20899143,Peter,t,Nob Hill,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking"",""Ethernet connection""",$148.00 
20331804,https://www.airbnb.com/rooms/20331804,Comfortable Victorian Bedroom in Mission,17536951,Rob,t,Bernal Heights,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Lock on bedroom door"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$85.00 
20335923,https://www.airbnb.com/rooms/20335923,#aT15 - Amazing Private Room in Startup House,10624127,Bed|N|Build,f,Nob Hill,1,5,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens""",$50.00 
